HPSA Name,HPSA ID,Designation Type,HPSA Discipline Class,HPSA Score,Primary State Abbreviation,HPSA Status,HPSA Designation Date,HPSA Designation Last Update Date,Metropolitan Indicator,HPSA Geography Identification Number,HPSA Degree of Shortage,Withdrawn Date,HPSA FTE,HPSA Designation Population,% of Population Below 100% Poverty,HPSA Formal Ratio,HPSA Population Type,Rural Status,Longitude,Latitude,BHCMIS Organization Identification Number,Break in Designation,Common County Name,Common Postal Code,Common Region Name,Common State Abbreviation,Common State County FIPS Code,Common State FIPS Code,Common State Name,County Equivalent Name,County or County Equivalent Federal Information Processing Standard Code,Discipline Class Number,HPSA Address,HPSA City,HPSA Component Name,HPSA Component Source Identification Number,HPSA Component State Abbreviation,HPSA Component Type Code,HPSA Component Type Description,HPSA Designation Population Type Description,HPSA Estimated Served Population,HPSA Estimated Underserved Population,HPSA Metropolitan Indicator Code,HPSA Population Type Code,HPSA Postal Code,HPSA Provider Ratio Goal,HPSA Resident Civilian Population,HPSA Shortage,HPSA Status Code,HPSA Type Code,HPSA Withdrawn Date String,Primary State FIPS Code,Primary State Name,Provider Type,Rural Status Code,State Abbreviation,State and County Federal Information Processing Standard Code,State FIPS Code,State Name,U.S. - Mexico Border 100 Kilometer Indicator,U.S. - Mexico Border County Indicator,Data Warehouse Record Create Date,Data Warehouse Record Create Date Text,Unnamed: 64,county_fips
Low Income - South Baltimore,6249992422,HPSA Population,Dental Health,19,MD,Withdrawn,03/30/2001,12/26/2012,Metropolitan,24510040100,Not applicable,12/26/2012,0.7000,31278.0,,44683:1,Low Income Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,6,,,401,,MD,CT,Census Tract,Low Income Population HPSA,2800,28478,M,LI,,4000:1,,7.1200,W,Hpsa Pop,2012/12/26,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
Low Income - South Baltimore,6249992422,HPSA Population,Dental Health,19,MD,Withdrawn,03/30/2001,12/26/2012,Metropolitan,24510240300,Not applicable,12/26/2012,0.7000,31278.0,,44683:1,Low Income Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,6,,,2403,,MD,CT,Census Tract,Low Income Population HPSA,2800,28478,M,LI,,4000:1,,7.1200,W,Hpsa Pop,2012/12/26,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
Low Income - South Baltimore,6249992422,HPSA Population,Dental Health,19,MD,Withdrawn,03/30/2001,12/26/2012,Metropolitan,24510250204,Not applicable,12/26/2012,0.7000,31278.0,,44683:1,Low Income Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,6,,,2502.04,,MD,CT,Census Tract,Low Income Population HPSA,2800,28478,M,LI,,4000:1,,7.1200,W,Hpsa Pop,2012/12/26,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
Low Income - South Baltimore,6249992422,HPSA Population,Dental Health,19,MD,Withdrawn,03/30/2001,12/26/2012,Metropolitan,24510250203,Not applicable,12/26/2012,0.7000,31278.0,,44683:1,Low Income Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,6,,,2502.03,,MD,CT,Census Tract,Low Income Population HPSA,2800,28478,M,LI,,4000:1,,7.1200,W,Hpsa Pop,2012/12/26,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
Health Care for the Homeless Facility,6249992420,Other Facility,Dental Health,0,MD,Withdrawn,12/02/1997,02/22/2012,Metropolitan,POINT,,02/22/2012,,,,,,Non-Rural,-76.60954099,39.29360360,,N,"Baltimore City, MD",21202,Region 3,MD,24510,24,Maryland,Baltimore City,510,6,421 Fallsway,Baltimore,Health Care for the Homeless Facility,6249992420,,UNK,Unknown,Other Facility,,,M,,21202-4800,,,0.0000,W,OFAC,2012/02/22,24,Maryland,,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
Low Income - Caroline,6249992418,HPSA Population,Dental Health,0,MD,Withdrawn,06/30/1997,11/04/2011,Non-Metropolitan,24011,Not applicable,11/04/2011,1.5000,9331.0,,6221:1,Low Income Population HPSA,Rural,,,,N,"Caroline County, MD",,Region 3,MD,24011,24,Maryland,Caroline,011,6,,,Caroline,,MD,SCTY,Single County,Low Income Population HPSA,6000,3331,N,LI,,4000:1,,0.8000,W,Hpsa Pop,2011/11/04,24,Maryland,Not Applicable,R,MD,24011,24,Maryland,N,N,06/15/2026,2026/06/15,,24011
Medicaid Eligible - Allegany County,6249992417,HPSA Population,Dental Health,18,MD,Withdrawn,06/24/1997,06/25/2014,Non-Metropolitan,24001,Not applicable,06/25/2014,0.9000,14543.0,,16159:1,Medicaid Eligible Population HPSA,Rural,,,,N,"Allegany County, MD",,Region 3,MD,24001,24,Maryland,Allegany,001,6,,,Allegany,,MD,SCTY,Single County,Medicaid Eligible Population HPSA,3600,10943,N,M,,4000:1,,2.7400,W,Hpsa Pop,2014/06/25,24,Maryland,Not Applicable,R,MD,24001,24,Maryland,N,N,06/15/2026,2026/06/15,,24001
Medicaid Eligible - East Baltimore City,6249992416,HPSA Population,Dental Health,16,MD,Withdrawn,05/09/1997,05/26/2010,Metropolitan,24510080302,Not applicable,05/26/2010,1.7000,44166.0,,25980:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,6,,,803.02,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,6800,37366,M,M,,4000:1,,9.3400,W,Hpsa Pop,2010/05/26,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
Medicaid Eligible - East Baltimore City,6249992416,HPSA Population,Dental Health,16,MD,Withdrawn,05/09/1997,05/26/2010,Metropolitan,24510100100,Not applicable,05/26/2010,1.7000,44166.0,,25980:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,6,,,1001,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,6800,37366,M,M,,4000:1,,9.3400,W,Hpsa Pop,2010/05/26,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
Medicaid Eligible - East Baltimore City,6249992416,HPSA Population,Dental Health,16,MD,Withdrawn,05/09/1997,05/26/2010,Metropolitan,24510070100,Not applicable,05/26/2010,1.7000,44166.0,,25980:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,6,,,701,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,6800,37366,M,M,,4000:1,,9.3400,W,Hpsa Pop,2010/05/26,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
Medicaid Eligible - East Baltimore City,6249992416,HPSA Population,Dental Health,16,MD,Withdrawn,05/09/1997,05/26/2010,Metropolitan,24510080301,Not applicable,05/26/2010,1.7000,44166.0,,25980:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,6,,,803.01,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,6800,37366,M,M,,4000:1,,9.3400,W,Hpsa Pop,2010/05/26,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
Medicaid Eligible - East Baltimore City,6249992416,HPSA Population,Dental Health,16,MD,Withdrawn,05/09/1997,05/26/2010,Metropolitan,24510261000,Not applicable,05/26/2010,1.7000,44166.0,,25980:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,6,,,2610,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,6800,37366,M,M,,4000:1,,9.3400,W,Hpsa Pop,2010/05/26,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
Medicaid Eligible - East Baltimore City,6249992416,HPSA Population,Dental Health,16,MD,Withdrawn,05/09/1997,05/26/2010,Metropolitan,24510260201,Not applicable,05/26/2010,1.7000,44166.0,,25980:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,6,,,2602.01,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,6800,37366,M,M,,4000:1,,9.3400,W,Hpsa Pop,2010/05/26,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
Medicaid Eligible - East Baltimore City,6249992416,HPSA Population,Dental Health,16,MD,Withdrawn,05/09/1997,05/26/2010,Metropolitan,24510260403,Not applicable,05/26/2010,1.7000,44166.0,,25980:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,6,,,2604.03,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,6800,37366,M,M,,4000:1,,9.3400,W,Hpsa Pop,2010/05/26,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
Medicaid Eligible - East Baltimore City,6249992416,HPSA Population,Dental Health,16,MD,Withdrawn,05/09/1997,05/26/2010,Metropolitan,24510080800,Not applicable,05/26/2010,1.7000,44166.0,,25980:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,6,,,808,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,6800,37366,M,M,,4000:1,,9.3400,W,Hpsa Pop,2010/05/26,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
Medicaid Eligible - East Baltimore City,6249992416,HPSA Population,Dental Health,16,MD,Withdrawn,05/09/1997,05/26/2010,Metropolitan,24510260404,Not applicable,05/26/2010,1.7000,44166.0,,25980:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,6,,,2604.04,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,6800,37366,M,M,,4000:1,,9.3400,W,Hpsa Pop,2010/05/26,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
Medicaid Eligible - East Baltimore City,6249992416,HPSA Population,Dental Health,16,MD,Withdrawn,05/09/1997,05/26/2010,Metropolitan,24510260302,Not applicable,05/26/2010,1.7000,44166.0,,25980:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,6,,,2603.02,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,6800,37366,M,M,,4000:1,,9.3400,W,Hpsa Pop,2010/05/26,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
Medicaid Eligible - East Baltimore City,6249992416,HPSA Population,Dental Health,16,MD,Withdrawn,05/09/1997,05/26/2010,Metropolitan,24510080400,Not applicable,05/26/2010,1.7000,44166.0,,25980:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,6,,,804,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,6800,37366,M,M,,4000:1,,9.3400,W,Hpsa Pop,2010/05/26,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
Medicaid Eligible - East Baltimore City,6249992416,HPSA Population,Dental Health,16,MD,Withdrawn,05/09/1997,05/26/2010,Metropolitan,24510260303,Not applicable,05/26/2010,1.7000,44166.0,,25980:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,6,,,2603.03,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,6800,37366,M,M,,4000:1,,9.3400,W,Hpsa Pop,2010/05/26,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
Medicaid Eligible - East Baltimore City,6249992416,HPSA Population,Dental Health,16,MD,Withdrawn,05/09/1997,05/26/2010,Metropolitan,24510260402,Not applicable,05/26/2010,1.7000,44166.0,,25980:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,6,,,2604.02,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,6800,37366,M,M,,4000:1,,9.3400,W,Hpsa Pop,2010/05/26,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
Medicaid Eligible - East Baltimore City,6249992416,HPSA Population,Dental Health,16,MD,Withdrawn,05/09/1997,05/26/2010,Metropolitan,24510260102,Not applicable,05/26/2010,1.7000,44166.0,,25980:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,6,,,2601.02,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,6800,37366,M,M,,4000:1,,9.3400,W,Hpsa Pop,2010/05/26,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
Medicaid Eligible - East Baltimore City,6249992416,HPSA Population,Dental Health,16,MD,Withdrawn,05/09/1997,05/26/2010,Metropolitan,24510080600,Not applicable,05/26/2010,1.7000,44166.0,,25980:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,6,,,806,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,6800,37366,M,M,,4000:1,,9.3400,W,Hpsa Pop,2010/05/26,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
Medicaid Eligible - East Baltimore City,6249992416,HPSA Population,Dental Health,16,MD,Withdrawn,05/09/1997,05/26/2010,Metropolitan,24510260401,Not applicable,05/26/2010,1.7000,44166.0,,25980:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,6,,,2604.01,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,6800,37366,M,M,,4000:1,,9.3400,W,Hpsa Pop,2010/05/26,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
Medicaid Eligible - East Baltimore City,6249992416,HPSA Population,Dental Health,16,MD,Withdrawn,05/09/1997,05/26/2010,Metropolitan,24510280500,Not applicable,05/26/2010,1.7000,44166.0,,25980:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,6,,,2805,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,6800,37366,M,M,,4000:1,,9.3400,W,Hpsa Pop,2010/05/26,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
Medicaid Eligible - East Baltimore City,6249992416,HPSA Population,Dental Health,16,MD,Withdrawn,05/09/1997,05/26/2010,Metropolitan,24510060400,Not applicable,05/26/2010,1.7000,44166.0,,25980:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,6,,,604,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,6800,37366,M,M,,4000:1,,9.3400,W,Hpsa Pop,2010/05/26,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
Medicaid Eligible - East Baltimore City,6249992416,HPSA Population,Dental Health,16,MD,Withdrawn,05/09/1997,05/26/2010,Metropolitan,24510090900,Not applicable,05/26/2010,1.7000,44166.0,,25980:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,6,,,909,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,6800,37366,M,M,,4000:1,,9.3400,W,Hpsa Pop,2010/05/26,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
Medicaid Eligible - East Baltimore City,6249992416,HPSA Population,Dental Health,16,MD,Withdrawn,05/09/1997,05/26/2010,Metropolitan,24510260604,Not applicable,05/26/2010,1.7000,44166.0,,25980:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,6,,,2606.04,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,6800,37366,M,M,,4000:1,,9.3400,W,Hpsa Pop,2010/05/26,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
Medicaid Eligible - Claremont,6247826557,HPSA Population,Dental Health,12,MD,Withdrawn,08/01/2014,06/25/2019,Unknown,24510270200,Not applicable,06/25/2019,1.7600,33432.0,16.4,18995:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,6,,,2702,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,7040,26392,0,M,,4000:1,,6.6000,W,Hpsa Pop,2019/06/25,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
Medicaid Eligible - Claremont,6247826557,HPSA Population,Dental Health,12,MD,Withdrawn,08/01/2014,06/25/2019,Unknown,24510260203,Not applicable,06/25/2019,1.7600,33432.0,16.4,18995:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,6,,,2602.03,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,7040,26392,0,M,,4000:1,,6.6000,W,Hpsa Pop,2019/06/25,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
Medicaid Eligible - Claremont,6247826557,HPSA Population,Dental Health,12,MD,Withdrawn,08/01/2014,06/25/2019,Unknown,24510270703,Not applicable,06/25/2019,1.7600,33432.0,16.4,18995:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,6,,,2707.03,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,7040,26392,0,M,,4000:1,,6.6000,W,Hpsa Pop,2019/06/25,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
Medicaid Eligible - Claremont,6247826557,HPSA Population,Dental Health,12,MD,Withdrawn,08/01/2014,06/25/2019,Unknown,24510260202,Not applicable,06/25/2019,1.7600,33432.0,16.4,18995:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,6,,,2602.02,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,7040,26392,0,M,,4000:1,,6.6000,W,Hpsa Pop,2019/06/25,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
Medicaid Eligible - Claremont,6247826557,HPSA Population,Dental Health,12,MD,Withdrawn,08/01/2014,06/25/2019,Unknown,24510270301,Not applicable,06/25/2019,1.7600,33432.0,16.4,18995:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,6,,,2703.01,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,7040,26392,0,M,,4000:1,,6.6000,W,Hpsa Pop,2019/06/25,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
Medicaid Eligible - Claremont,6247826557,HPSA Population,Dental Health,12,MD,Withdrawn,08/01/2014,06/25/2019,Unknown,24510270101,Not applicable,06/25/2019,1.7600,33432.0,16.4,18995:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,6,,,2701.01,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,7040,26392,0,M,,4000:1,,6.6000,W,Hpsa Pop,2019/06/25,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
Medicaid Eligible - Claremont,6247826557,HPSA Population,Dental Health,12,MD,Withdrawn,08/01/2014,06/25/2019,Unknown,24510260301,Not applicable,06/25/2019,1.7600,33432.0,16.4,18995:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,6,,,2603.01,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,7040,26392,0,M,,4000:1,,6.6000,W,Hpsa Pop,2019/06/25,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
Medicaid Eligible - Claremont,6247826557,HPSA Population,Dental Health,12,MD,Withdrawn,08/01/2014,06/25/2019,Unknown,24510080102,Not applicable,06/25/2019,1.7600,33432.0,16.4,18995:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,6,,,801.02,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,7040,26392,0,M,,4000:1,,6.6000,W,Hpsa Pop,2019/06/25,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
Medicaid Eligible - Claremont,6247826557,HPSA Population,Dental Health,12,MD,Withdrawn,08/01/2014,06/25/2019,Unknown,24510270302,Not applicable,06/25/2019,1.7600,33432.0,16.4,18995:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,6,,,2703.02,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,7040,26392,0,M,,4000:1,,6.6000,W,Hpsa Pop,2019/06/25,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
Medicaid Eligible - Claremont,6247826557,HPSA Population,Dental Health,12,MD,Withdrawn,08/01/2014,06/25/2019,Unknown,24510270102,Not applicable,06/25/2019,1.7600,33432.0,16.4,18995:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,6,,,2701.02,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,7040,26392,0,M,,4000:1,,6.6000,W,Hpsa Pop,2019/06/25,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
Medicaid Eligible - Claremont,6247826557,HPSA Population,Dental Health,12,MD,Withdrawn,08/01/2014,06/25/2019,Unknown,24510270501,Not applicable,06/25/2019,1.7600,33432.0,16.4,18995:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,6,,,2705.01,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,7040,26392,0,M,,4000:1,,6.6000,W,Hpsa Pop,2019/06/25,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
Medicaid Eligible - Claremont,6247826557,HPSA Population,Dental Health,12,MD,Withdrawn,08/01/2014,06/25/2019,Unknown,24510260401,Not applicable,06/25/2019,1.7600,33432.0,16.4,18995:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,6,,,2604.01,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,7040,26392,0,M,,4000:1,,6.6000,W,Hpsa Pop,2019/06/25,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
Medicaid Eligible - Claremont,6247826557,HPSA Population,Dental Health,12,MD,Withdrawn,08/01/2014,06/25/2019,Unknown,24510270401,Not applicable,06/25/2019,1.7600,33432.0,16.4,18995:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,6,,,2704.01,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,7040,26392,0,M,,4000:1,,6.6000,W,Hpsa Pop,2019/06/25,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
Medicaid Eligible - Claremont,6247826557,HPSA Population,Dental Health,12,MD,Withdrawn,08/01/2014,06/25/2019,Unknown,24510260302,Not applicable,06/25/2019,1.7600,33432.0,16.4,18995:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,6,,,2603.02,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,7040,26392,0,M,,4000:1,,6.6000,W,Hpsa Pop,2019/06/25,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
Medicaid Eligible - Claremont,6247826557,HPSA Population,Dental Health,12,MD,Withdrawn,08/01/2014,06/25/2019,Unknown,24510270502,Not applicable,06/25/2019,1.7600,33432.0,16.4,18995:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,6,,,2705.02,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,7040,26392,0,M,,4000:1,,6.6000,W,Hpsa Pop,2019/06/25,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
Medicaid Eligible - Claremont,6247826557,HPSA Population,Dental Health,12,MD,Withdrawn,08/01/2014,06/25/2019,Unknown,24510260303,Not applicable,06/25/2019,1.7600,33432.0,16.4,18995:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,6,,,2603.03,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,7040,26392,0,M,,4000:1,,6.6000,W,Hpsa Pop,2019/06/25,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
Medicaid Eligible - Claremont,6247826557,HPSA Population,Dental Health,12,MD,Withdrawn,08/01/2014,06/25/2019,Unknown,24510080101,Not applicable,06/25/2019,1.7600,33432.0,16.4,18995:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,6,,,801.01,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,7040,26392,0,M,,4000:1,,6.6000,W,Hpsa Pop,2019/06/25,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
Medicaid Eligible - Claremont,6247826557,HPSA Population,Dental Health,12,MD,Withdrawn,08/01/2014,06/25/2019,Unknown,24510260102,Not applicable,06/25/2019,1.7600,33432.0,16.4,18995:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,6,,,2601.02,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,7040,26392,0,M,,4000:1,,6.6000,W,Hpsa Pop,2019/06/25,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
